status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,adverse_target,profile_group_id
0 <= ... < 200 DM,21,existing credits paid back duly till now,others,1188,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,39,none,own,1,skilled employee/official,2,no,yes,0,1,751076722573742597
no checking account,24,existing credits paid back duly till now,car (used),6313,unknown/no savings account,... >= 7 years,3,male : single,none,4,car or other,41,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,0,6165768894765592204
no checking account,6,critical account/other credits existing,radio/television,1221,unknown/no savings account,1 <= ... < 4 years,1,male : married/widowed,none,2,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,no,yes,1,0,15560063344150551768
... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,radio/television,2892,... < 100 DM,... >= 7 years,3,male : divorced/separated,none,4,unknown/no property,51,none,for free,1,skilled employee/official,1,no,yes,1,0,1740795629089297645
no checking account,24,existing credits paid back duly till now,radio/television,3062,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,3,unknown/no property,32,none,rent,1,skilled employee/official,1,yes,yes,1,0,16058194970107437057
no checking account,9,existing credits paid back duly till now,radio/television,2301,100 <= ... < 500 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,rent,1,skilled employee/official,1,no,yes,1,0,3870343620665481004
... < 100 DM,18,existing credits paid back duly till now,car (used),7511,unknown/no savings account,... >= 7 years,1,male : single,none,4,building society savings agreement/life insurance,51,none,for free,1,skilled employee/official,2,yes,yes,0,1,6591099873376950300
no checking account,12,critical account/other credits existing,radio/television,1258,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,rent,2,unskilled - resident,1,no,yes,1,0,3930167225847497530
no checking account,24,delay in paying off in the past,car (new),717,unknown/no savings account,... >= 7 years,4,male : married/widowed,none,4,car or other,54,none,own,2,skilled employee/official,1,yes,yes,1,0,7817242942820826242
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1549,unknown/no savings account,... < 1 year,4,male : single,none,2,real estate,35,none,own,1,unemployed/unskilled - non-resident,1,no,yes,1,0,16958940241906184501
no checking account,24,critical account/other credits existing,retraining,1597,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,54,none,for free,2,skilled employee/official,2,no,yes,1,0,5739049298363227513
0 <= ... < 200 DM,18,critical account/other credits existing,domestic appliances,1795,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1,yes,yes,1,0,4890763326509365971
... < 100 DM,20,critical account/other credits existing,radio/television,4272,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,own,2,skilled employee/official,1,no,yes,1,0,1323966561159771674
no checking account,12,critical account/other credits existing,domestic appliances,976,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,35,none,own,2,skilled employee/official,1,no,yes,1,0,17236801954662227311
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),7472,unknown/no savings account,unemployed,1,female : divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed/unskilled - non-resident,1,no,yes,1,0,15124779583974825399
... < 100 DM,36,existing credits paid back duly till now,car (new),9271,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,car or other,24,none,own,1,skilled employee/official,1,yes,yes,0,1,12264967025678389997
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,590,... < 100 DM,... < 1 year,3,male : married/widowed,none,3,real estate,26,none,own,1,unskilled - resident,1,no,no,1,0,6759894548259537688
no checking account,12,critical account/other credits existing,domestic appliances,930,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,65,none,own,4,skilled employee/official,1,no,yes,1,0,12302675509341059333
0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),9283,... < 100 DM,unemployed,1,male : single,none,2,unknown/no property,55,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,17684532659066273309
0 <= ... < 200 DM,15,no credits taken/all credits paid back duly,car (new),1778,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed/unskilled - non-resident,1,no,yes,0,1,11300938815803032284
0 <= ... < 200 DM,8,existing credits paid back duly till now,others,907,... < 100 DM,... < 1 year,3,male : married/widowed,none,2,real estate,26,none,own,1,skilled employee/official,1,yes,yes,1,0,9488014999256630683
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,484,... < 100 DM,4 <= ... < 7 years,3,male : married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,no,yes,1,0,13375593750179436301
... < 100 DM,36,critical account/other credits existing,car (used),9629,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,24,none,own,2,skilled employee/official,1,yes,yes,0,1,17066441208620656084
... < 100 DM,48,existing credits paid back duly till now,repairs,3051,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,car or other,54,none,own,1,skilled employee/official,1,no,yes,0,1,6613504887299996978
... < 100 DM,48,existing credits paid back duly till now,car (new),3931,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,46,none,for free,1,skilled employee/official,2,no,yes,0,1,4691024658466869131
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),7432,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,54,none,rent,1,skilled employee/official,1,no,yes,1,0,8813971868581756552
no checking account,6,existing credits paid back duly till now,repairs,1338,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : divorced/separated,none,4,real estate,62,none,own,1,skilled employee/official,1,no,yes,1,0,16707350618922403767
no checking account,6,critical account/other credits existing,domestic appliances,1554,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,24,none,rent,2,skilled employee/official,1,yes,yes,1,0,1458008911645077073
... < 100 DM,36,existing credits paid back duly till now,furniture/equipment,15857,... < 100 DM,unemployed,2,male : divorced/separated,co-applicant,3,car or other,43,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,0,3848638267399488327
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,1345,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,26,bank,own,1,skilled employee/official,1,no,yes,0,1,7802155219305748612
no checking account,12,existing credits paid back duly till now,car (new),1101,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,real estate,27,none,own,2,skilled employee/official,1,yes,yes,1,0,5570271407259362114
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,3016,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,1,car or other,24,none,own,1,skilled employee/official,1,no,yes,1,0,2416602357334071062
... < 100 DM,36,existing credits paid back duly till now,radio/television,2712,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/life insurance,41,bank,own,1,skilled employee/official,2,no,yes,0,1,12762064791206415536
... < 100 DM,8,critical account/other credits existing,car (new),731,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,47,none,own,2,unskilled - resident,1,no,yes,1,0,56297671953003195
no checking account,18,critical account/other credits existing,radio/television,3780,... < 100 DM,... < 1 year,3,male : divorced/separated,none,2,car or other,35,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,15163524778487450810
... < 100 DM,21,critical account/other credits existing,car (new),1602,... < 100 DM,... >= 7 years,4,male : married/widowed,none,3,car or other,30,none,own,2,skilled employee/official,1,yes,yes,1,0,6575574274436520258
... < 100 DM,18,critical account/other credits existing,car (new),3966,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled employee/official,1,yes,yes,0,1,7631604392308813188
no checking account,18,no credits taken/all credits paid back duly,others,4165,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,36,stores,own,2,skilled employee/official,2,no,yes,0,1,16632535293645418279
... < 100 DM,36,existing credits paid back duly till now,car (used),8335,unknown/no savings account,... >= 7 years,3,male : single,none,4,unknown/no property,47,none,for free,1,skilled employee/official,1,no,yes,0,1,7120677460445811703
0 <= ... < 200 DM,48,delay in paying off in the past,others,6681,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,38,none,for free,1,skilled employee/official,2,yes,yes,1,0,13283115005768996695
no checking account,24,delay in paying off in the past,others,2375,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,44,none,own,2,skilled employee/official,2,yes,yes,1,0,18259667164603261734
... < 100 DM,18,existing credits paid back duly till now,car (new),1216,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,car or other,23,none,rent,1,skilled employee/official,1,yes,yes,0,1,15084770986109053025
... < 100 DM,45,no credits taken/all credits paid back duly,others,11816,... < 100 DM,... >= 7 years,2,male : single,none,4,car or other,29,none,rent,2,skilled employee/official,1,no,yes,0,1,8846132794690754527
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,5084,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,car or other,42,none,own,1,skilled employee/official,1,yes,yes,1,0,14738031781277484424
... >= 200 DM / salary for at least 1 year,15,existing credits paid back duly till now,domestic appliances,2327,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,3,real estate,25,none,own,1,unskilled - resident,1,no,yes,0,1,5818164531040001765
... < 100 DM,12,no credits taken/all credits paid back duly,car (new),1082,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,car or other,48,bank,own,2,skilled employee/official,1,no,yes,0,1,9633842532917462524
no checking account,12,existing credits paid back duly till now,domestic appliances,886,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,21,none,own,1,skilled employee/official,1,no,yes,1,0,5220414957517948741
no checking account,4,existing credits paid back duly till now,radio/television,601,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled - resident,2,no,yes,1,0,6335396608058239088
... < 100 DM,24,critical account/other credits existing,car (used),2957,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,63,none,own,2,skilled employee/official,1,yes,yes,1,0,8957707238779700269
no checking account,24,critical account/other credits existing,domestic appliances,2611,... < 100 DM,... >= 7 years,4,male : married/widowed,co-applicant,3,real estate,46,none,own,2,skilled employee/official,1,no,yes,1,0,4917759261764590064
... < 100 DM,36,existing credits paid back duly till now,radio/television,5179,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,no,yes,0,1,18032047217786033490
no checking account,21,delay in paying off in the past,car (used),2993,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,28,stores,own,2,unskilled - resident,1,no,yes,1,0,15085975788817993957
no checking account,18,existing credits paid back duly till now,education,1943,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,23,none,own,1,skilled employee/official,1,no,yes,0,1,13454117708235055837
no checking account,24,all credits at this bank paid back duly,others,1559,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,50,bank,own,1,skilled employee/official,1,yes,yes,1,0,728862759457570083
no checking account,18,existing credits paid back duly till now,radio/television,3422,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,47,bank,own,3,skilled employee/official,2,yes,yes,1,0,6379521297248654524
0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,3976,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,3,car or other,35,none,own,1,skilled employee/official,1,yes,yes,1,0,5844824196237969495
no checking account,18,existing credits paid back duly till now,car (new),6761,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,4,car or other,68,none,rent,2,skilled employee/official,1,no,yes,0,1,8263679339642224139
no checking account,24,existing credits paid back duly till now,car (new),1249,... < 100 DM,... < 1 year,4,male : married/widowed,none,2,real estate,28,none,own,1,skilled employee/official,1,no,yes,1,0,8295995160730612074
... < 100 DM,9,existing credits paid back duly till now,domestic appliances,1364,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,real estate,59,none,own,1,skilled employee/official,1,no,yes,1,0,12083515515115464513
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,709,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,57,stores,own,1,unskilled - resident,1,no,yes,0,1,1175568241224369844
... < 100 DM,20,critical account/other credits existing,car (new),2235,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,guarantor,2,building society savings agreement/life insurance,33,bank,rent,2,skilled employee/official,1,no,no,0,1,797222616141543807
no checking account,24,critical account/other credits existing,car (used),4042,unknown/no savings account,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/life insurance,43,none,own,2,skilled employee/official,1,yes,yes,1,0,6620432809722424002
no checking account,15,critical account/other credits existing,domestic appliances,1471,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,35,none,for free,2,skilled employee/official,1,yes,yes,1,0,16368472955916212015
... < 100 DM,18,all credits at this bank paid back duly,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,32,none,for free,2,unskilled - resident,2,no,yes,0,1,8033429946039332694
no checking account,36,delay in paying off in the past,car (new),10875,... < 100 DM,... >= 7 years,2,male : single,none,2,car or other,45,none,own,2,skilled employee/official,2,yes,yes,1,0,2557671217148230432
no checking account,24,existing credits paid back duly till now,car (new),1474,100 <= ... < 500 DM,... < 1 year,4,male : married/widowed,none,3,real estate,33,none,own,1,skilled employee/official,1,yes,yes,1,0,13197959532081057263
no checking account,10,existing credits paid back duly till now,business,894,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,40,none,own,1,skilled employee/official,1,yes,yes,1,0,12094994901343507059
no checking account,15,critical account/other credits existing,radio/television,3343,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,unknown/no property,28,none,for free,1,skilled employee/official,1,yes,yes,1,0,5968829858209921501
... < 100 DM,15,existing credits paid back duly till now,car (new),3959,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,yes,yes,0,1,4778735688665041259
no checking account,9,existing credits paid back duly till now,car (new),3577,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,guarantor,2,real estate,26,none,rent,1,skilled employee/official,2,no,no,1,0,11139853709268427945
no checking account,24,critical account/other credits existing,car (used),5804,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,27,none,own,2,skilled employee/official,1,no,yes,1,0,2965284591855410692
no checking account,18,delay in paying off in the past,others,2169,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,car or other,28,none,own,1,skilled employee/official,1,yes,yes,0,1,1515044595319579169
... < 100 DM,24,existing credits paid back duly till now,domestic appliances,2439,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee/official,1,yes,yes,0,1,6139665814053815121
no checking account,27,critical account/other credits existing,radio/television,4526,... >= 1000 DM,... < 1 year,4,male : single,none,2,real estate,32,stores,own,2,unskilled - resident,2,yes,yes,1,0,15922156342065464483
no checking account,10,existing credits paid back duly till now,radio/television,2210,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,no,yes,0,1,1168984982503123120
no checking account,15,existing credits paid back duly till now,radio/television,2221,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,20,none,rent,1,skilled employee/official,1,no,yes,1,0,16202801975829795823
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,2389,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,car or other,27,stores,own,1,skilled employee/official,1,no,yes,1,0,13510797706306388933
no checking account,12,critical account/other credits existing,radio/television,3331,... < 100 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,42,stores,own,1,skilled employee/official,1,no,yes,1,0,7933231522752606523
no checking account,36,existing credits paid back duly till now,others,7409,unknown/no savings account,... >= 7 years,3,male : single,none,2,building society savings agreement/life insurance,37,none,own,2,skilled employee/official,1,no,yes,1,0,338214540435684344
... < 100 DM,12,existing credits paid back duly till now,radio/television,652,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,rent,1,skilled employee/official,1,no,yes,1,0,14273230849193879833
no checking account,36,delay in paying off in the past,radio/television,7678,500 <= ... < 1000 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,car or other,40,none,own,2,skilled employee/official,1,yes,yes,1,0,11807005594527811059
... >= 200 DM / salary for at least 1 year,6,critical account/other credits existing,car (new),1343,... < 100 DM,... >= 7 years,1,male : single,none,4,real estate,46,none,own,2,skilled employee/official,2,no,no,1,0,17998302071024577416
... < 100 DM,24,critical account/other credits existing,others,1382,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,1,real estate,26,none,own,2,skilled employee/official,1,yes,yes,1,0,15768553582577773002
no checking account,15,existing credits paid back duly till now,repairs,874,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee/official,1,no,yes,1,0,6687407733271550923
... < 100 DM,12,existing credits paid back duly till now,radio/television,3590,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,2,building society savings agreement/life insurance,29,none,own,1,unskilled - resident,2,no,yes,1,0,2075420238599694139
0 <= ... < 200 DM,11,critical account/other credits existing,car (new),1322,... >= 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,40,none,own,2,skilled employee/official,1,no,yes,1,0,17561409583812806254
... < 100 DM,18,all credits at this bank paid back duly,domestic appliances,1940,... < 100 DM,... < 1 year,3,male : single,co-applicant,4,unknown/no property,36,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,15752077803050131228
no checking account,36,existing credits paid back duly till now,domestic appliances,3595,... < 100 DM,... >= 7 years,4,male : single,none,2,car or other,28,none,own,1,skilled employee/official,1,no,yes,1,0,11450951271977312029
... < 100 DM,9,existing credits paid back duly till now,car (new),1422,... < 100 DM,... < 1 year,3,male : single,none,2,unknown/no property,27,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,1,7141736681154919395
no checking account,30,critical account/other credits existing,domestic appliances,6742,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/life insurance,36,none,own,2,skilled employee/official,1,no,yes,1,0,1994984429883489065
no checking account,24,existing credits paid back duly till now,car (used),7814,... < 100 DM,4 <= ... < 7 years,3,male : single,none,3,car or other,38,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,1178292397408383765
no checking account,24,existing credits paid back duly till now,car (used),9277,unknown/no savings account,1 <= ... < 4 years,2,male : divorced/separated,none,4,unknown/no property,48,none,for free,1,skilled employee/official,1,yes,yes,1,0,12087486285037286196
0 <= ... < 200 DM,30,critical account/other credits existing,car (new),2181,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,36,none,own,2,skilled employee/official,1,no,yes,1,0,4300415004953405758
no checking account,18,critical account/other credits existing,domestic appliances,1098,... < 100 DM,unemployed,4,female : divorced/separated/married,none,4,car or other,65,none,own,2,unemployed/unskilled - non-resident,1,no,yes,1,0,718579640552872034
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,4057,... < 100 DM,4 <= ... < 7 years,3,male : divorced/separated,none,3,car or other,43,none,own,1,skilled employee/official,1,yes,yes,0,1,5355836873258768110
... < 100 DM,12,existing credits paid back duly till now,retraining,795,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,53,none,own,1,skilled employee/official,1,no,yes,0,1,8148641567640164761
0 <= ... < 200 DM,24,critical account/other credits existing,others,2825,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,3,unknown/no property,34,none,own,2,skilled employee/official,2,yes,yes,1,0,4247036334523867689
0 <= ... < 200 DM,48,existing credits paid back duly till now,others,15672,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,23,none,own,1,skilled employee/official,1,yes,yes,0,1,999963924741617077
no checking account,36,critical account/other credits existing,car (new),6614,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,34,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,9906362037397846244
no checking account,28,all credits at this bank paid back duly,car (used),7824,unknown/no savings account,... < 1 year,3,male : single,guarantor,4,real estate,40,bank,rent,2,skilled employee/official,2,yes,yes,1,0,13482346003808676797
... < 100 DM,27,critical account/other credits existing,others,2442,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,43,stores,own,4,management/self-employed/highly qualified employee/officer,2,yes,yes,1,0,18296582913167282841
no checking account,15,critical account/other credits existing,domestic appliances,1829,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,46,none,own,2,skilled employee/official,1,yes,yes,1,0,1845330765910924282
... < 100 DM,12,critical account/other credits existing,car (new),2171,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,building society savings agreement/life insurance,38,bank,own,2,unskilled - resident,1,no,no,1,0,13320643826501051604
0 <= ... < 200 DM,36,critical account/other credits existing,car (used),5800,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,car or other,34,none,own,2,skilled employee/official,1,yes,yes,1,0,14682567421301901399
no checking account,18,critical account/other credits existing,domestic appliances,1169,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,29,none,own,2,skilled employee/official,1,yes,yes,1,0,3231340577521238753
no checking account,36,delay in paying off in the past,car (used),8947,unknown/no savings account,4 <= ... < 7 years,3,male : single,none,2,car or other,31,stores,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,0,17489741339452050566
... < 100 DM,21,existing credits paid back duly till now,domestic appliances,2606,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,28,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,8499750785009806981
no checking account,12,critical account/other credits existing,radio/television,1592,... >= 1000 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,35,none,own,1,skilled employee/official,1,no,no,1,0,18001109135017301822
no checking account,15,existing credits paid back duly till now,radio/television,2186,unknown/no savings account,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled - resident,1,no,yes,1,0,3123204765489693848
... < 100 DM,18,existing credits paid back duly till now,radio/television,4153,... < 100 DM,1 <= ... < 4 years,2,male : single,co-applicant,3,car or other,42,none,own,1,skilled employee/official,1,no,yes,0,1,16090803205165228602
... < 100 DM,16,critical account/other credits existing,car (new),2625,... < 100 DM,... >= 7 years,2,male : single,guarantor,4,building society savings agreement/life insurance,43,bank,rent,1,skilled employee/official,1,yes,yes,0,1,7640838304677255826
no checking account,20,critical account/other credits existing,car (new),3485,unknown/no savings account,... < 1 year,2,male : divorced/separated,none,4,real estate,44,none,own,2,skilled employee/official,1,yes,yes,1,0,17420360532287960814
no checking account,36,critical account/other credits existing,car (used),10477,unknown/no savings account,... >= 7 years,2,male : single,none,4,unknown/no property,42,none,for free,2,skilled employee/official,1,no,yes,1,0,18395825569911164549
no checking account,15,existing credits paid back duly till now,domestic appliances,1386,unknown/no savings account,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,40,none,rent,1,skilled employee/official,1,yes,yes,1,0,6127780892279485164
no checking account,24,existing credits paid back duly till now,domestic appliances,1278,... < 100 DM,... >= 7 years,4,male : single,none,1,real estate,36,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,13158357013681290363
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,1107,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,20,none,rent,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,0,7882659932418318513
... < 100 DM,21,existing credits paid back duly till now,car (new),3763,unknown/no savings account,4 <= ... < 7 years,2,male : single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,no,no,1,0,5495582423958645178
0 <= ... < 200 DM,36,existing credits paid back duly till now,retraining,3711,unknown/no savings account,1 <= ... < 4 years,2,male : married/widowed,none,2,car or other,27,none,own,1,skilled employee/official,1,no,yes,1,0,6346486363631321714
no checking account,15,delay in paying off in the past,car (used),3594,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,46,none,own,2,unskilled - resident,1,no,yes,1,0,7567467158867605733
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),3195,unknown/no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,real estate,33,none,own,1,unskilled - resident,1,no,yes,1,0,14322825576289308167
no checking account,36,delay in paying off in the past,domestic appliances,4454,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,34,none,own,2,skilled employee/official,1,no,yes,1,0,9228457802802971519
0 <= ... < 200 DM,24,critical account/other credits existing,radio/television,4736,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,car or other,25,bank,own,1,unskilled - resident,1,no,yes,0,1,11108346810214588659
0 <= ... < 200 DM,30,existing credits paid back duly till now,domestic appliances,2991,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,car or other,25,none,own,1,skilled employee/official,1,no,yes,1,0,7775730916846128844
no checking account,11,existing credits paid back duly till now,others,2142,... >= 1000 DM,... >= 7 years,1,male : divorced/separated,none,2,real estate,28,none,own,1,skilled employee/official,1,yes,yes,1,0,9234348621710715087
... < 100 DM,24,all credits at this bank paid back duly,others,3161,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,31,none,rent,1,skilled employee/official,1,yes,yes,0,1,10720981643669325911
0 <= ... < 200 DM,48,no credits taken/all credits paid back duly,furniture/equipment,18424,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,building society savings agreement/life insurance,32,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,no,0,1,16188219281678060920
no checking account,10,existing credits paid back duly till now,car (used),2848,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,co-applicant,2,real estate,32,none,own,1,skilled employee/official,2,no,yes,1,0,15904259606466626766
... < 100 DM,6,existing credits paid back duly till now,car (new),14896,... < 100 DM,... >= 7 years,1,male : single,none,4,unknown/no property,68,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,1,9112850644751182574
... < 100 DM,24,existing credits paid back duly till now,radio/television,2359,100 <= ... < 500 DM,unemployed,1,male : divorced/separated,none,1,building society savings agreement/life insurance,33,none,own,1,skilled employee/official,1,no,yes,0,1,9426379264141527209
... < 100 DM,24,existing credits paid back duly till now,radio/television,3345,... < 100 DM,... >= 7 years,4,male : single,none,2,building society savings agreement/life insurance,39,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,1,4064694564715996851
no checking account,18,critical account/other credits existing,radio/television,1817,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,unknown/no property,28,none,own,2,skilled employee/official,1,no,yes,1,0,1572159513272799816
no checking account,48,delay in paying off in the past,domestic appliances,12749,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : single,none,1,car or other,37,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,4571910803252770774
... < 100 DM,9,existing credits paid back duly till now,domestic appliances,1366,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,rent,1,skilled employee/official,1,no,yes,0,1,3364330525340804477
