a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,class,adverse_target,profile_group_id
code_1,22.67,2.54,code_1,code_8,code_8,2.585,code_1,code_0,0,code_0,code_2,0,1,1,0,10391338282529850041
code_0,17.92,10.21,code_2,code_1,code_1,0.0,code_0,code_0,0,code_0,code_2,0,51,0,1,11065624125313887913
code_1,24.42,12.335,code_2,code_11,code_8,1.585,code_1,code_0,0,code_1,code_2,120,1,1,0,562022068975496730
code_0,25.75,0.5,code_2,code_8,code_8,0.875,code_1,code_0,0,code_1,code_2,491,1,1,0,11925618802856640224
code_1,26.17,12.5,code_1,code_4,code_8,1.25,code_0,code_0,0,code_1,code_2,0,18,0,1,1110375402195732607
code_0,22.75,6.165,code_2,code_6,code_4,0.165,code_0,code_0,0,code_0,code_2,220,1001,0,1,7609058257407059564
code_1,23.0,0.75,code_2,code_7,code_4,0.5,code_1,code_0,0,code_1,code_1,320,1,0,1,13730806385985323284
code_1,25.67,0.29,code_1,code_8,code_4,1.5,code_0,code_0,0,code_1,code_2,160,1,0,1,6814719281975490245
code_1,48.58,0.205,code_1,code_4,code_4,0.25,code_1,code_1,11,code_0,code_2,380,2733,1,0,12191690098808253318
code_1,21.17,0.0,code_2,code_8,code_4,0.5,code_0,code_0,0,code_1,code_1,0,1,0,1,4595680124330422218
code_1,35.25,16.5,code_1,code_8,code_4,4.0,code_1,code_0,0,code_0,code_2,80,1,0,1,11519601113998525263
code_0,22.92,11.585,code_2,code_13,code_4,0.04,code_1,code_0,0,code_0,code_2,80,1350,1,0,3508297036425172745
code_0,48.17,1.335,code_2,code_3,code_7,0.335,code_0,code_0,0,code_0,code_2,0,121,0,1,17713789989865987900
code_1,43.0,0.29,code_1,code_13,code_8,1.75,code_1,code_1,8,code_0,code_2,100,376,1,0,275996131474190620
code_1,31.57,10.5,code_2,code_14,code_4,6.5,code_1,code_0,0,code_0,code_2,0,1,1,0,6563004273039558604
code_1,20.67,0.415,code_2,code_8,code_4,0.125,code_0,code_0,0,code_0,code_2,0,45,0,1,7024167744626839937
code_0,18.83,9.54,code_2,code_6,code_4,0.085,code_1,code_0,0,code_0,code_2,100,1,1,0,2769655932552186240
code_0,27.42,14.5,code_2,code_14,code_8,3.085,code_1,code_1,1,code_0,code_2,120,12,1,0,7070410255697849777
code_1,41.0,0.04,code_2,code_10,code_4,0.04,code_0,code_1,1,code_0,code_1,560,1,1,0,9303560381772373488
